Kylian Mbappé, ST/LW, Paris SG, France, Value: 950, https://fifastatic.fifaindex.com/FIFA23/players/231747.png, 00001
Ethan Ebanks-Landell, CB, Rochdale, England, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/201958.png, 11600
Russell Teibert, CM/CDM/LM, Whitecaps FC, Canada, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/201869.png, 11601
Pierrick Cros, CB, Stade Lavallois, France, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/201814.png, 11602
George Moncur, CAM, Leyton Orient, England, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/201446.png, 11603
Maestre, CM/CDM/CB, Albacete BP, Spain, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/201413.png, 11604
Christoph Hemlein, LM/RM, SV Meppen, Germany, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/200953.png, 11605
Mihai Răduț, CM/LM/RM, FC Voluntari, Romania, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/200912.png, 11606
Ali Crawford, CM, St. Johnstone, Scotland, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/200898.png, 11607
Patrick Hoban, ST, Dundalk, Republic of Ireland, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/200845.png, 11608
Kévin Vinetot, CB, Südtirol, France, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/200813.png, 11609
Rod McDonald, CB, Crewe Alexandra, England, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/200633.png, 11610
Daniel Chima Chukwu, ST, Jamshedpur FC, Nigeria, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/200471.png, 11611
Antoni Sarcevic, CM/CAM, Stockport, England, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/200210.png, 11612
Pietro Perdichizzi, CB, KVC Westerlo, Belgium, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/199865.png, 11613
Harry Pell, CM/CAM, AFC Wimbledon, England, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/199627.png, 11614
David Meza Colli, CDM/CM, FC Argeș, Paraguay, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/199294.png, 11615
David Löfquist, CM/CF, Mjällby AIF, Sweden, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/199080.png, 11616
Mustafa Amini, CM/CDM, Perth Glory, Australia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/199002.png, 11617
Fabrizio Paghera, CM/CDM, Ternana, Italy, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/198959.png, 11618
Jonny Williams, LW/CM, Swindon Town, Wales, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/198776.png, 11619
Joe Shaughnessy, CB, St. Mirren, Republic of Ireland, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/198624.png, 11620
Christoffer Aasbak, LWB/LB, Kristiansund BK, Norway, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/198519.png, 11621
Jake Jervis, RM/ST, East Bengal, England, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/198269.png, 11622
Matej Delač, GK, AC Horsens, Croatia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/195356.png, 11623
Lee Yong Jae, ST/LW, Incheon United, Korea Republic, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/195092.png, 11624
Jean-Jacques Rocchi, LM/LWB/CAM, FC Annecy, France, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/194840.png, 11625
Ashley Eastham, CB, Salford City, England, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/194678.png, 11626
Will Grigg, ST, MK Dons, Northern Ireland, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/194122.png, 11627
Cristian Montaño, LB, Livingston, Colombia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/193957.png, 11628
Nicky Clark, ST/CAM, St. Johnstone, Scotland, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/193627.png, 11629
Ivan Martić, RB/RWB, Univ. Craiova, Switzerland, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/193505.png, 11630
Sebastian Mielitz, GK, VfB Oldenburg, Germany, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/193312.png, 11631
Mario Kröpfl, LM/RM/CAM, TSV Hartberg, Austria, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/193259.png, 11632
Kevin Conrad, CB, SV Elversberg, Germany, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/193240.png, 11633
Mario Rondón, ST/RM, Sepsi OSK, Venezuela, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/192671.png, 11634
Scott Neville, CB/RB, Brisbane Roar, Australia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/192572.png, 11635
Lee Jae Sung, CB, Suwon FC, Korea Republic, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/191814.png, 11636
Abdullah Al Zori, CB/LWB/LB, Abha Club, Saudi Arabia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/191260.png, 11637
Sunil Chhetri, LW/ST, Bengaluru FC, India, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/190939.png, 11638
Marvin Pourié, ST, SV Meppen, Germany, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/190724.png, 11639
Hiroshi Ibusuki, ST, Adelaide United, Japan, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/190644.png, 11640
Franco Zuculini, CM, SPAL, Argentina, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/190575.png, 11641
Omar Gonzalez, CB, New England, United States, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/190560.png, 11642
David Cornell, GK, Preston, Wales, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/190179.png, 11643
Robbin Ruiter, GK, SC Cambuur, Netherlands, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/189936.png, 11644
Curtis Main, ST, St. Mirren, England, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/189910.png, 11645
Paddy Madden, ST, Stockport, Republic of Ireland, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/189808.png, 11646
Marley Watkins, ST, Aberdeen, Wales, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/189776.png, 11647
Martin Doležal, ST, Zagłębie Lubin, Czech Republic, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/189518.png, 11648
Tom Mickel, GK, Hamburger SV, Germany, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/189387.png, 11649
Maic Sema, CF/RW, IFK Norrköping, Sweden, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/189352.png, 11650
Emanuel Schreiner, LWB/LB/LM, SCR Altach, Austria, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/189237.png, 11651
Peter Pawlett, RW/CM, Dundee United, Scotland, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/189217.png, 11652
Liridon Kalludra, CAM/CM, Kristiansund BK, Sweden, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/188985.png, 11653
Aziz Bouhaddouz, ST, MSV Duisburg, Morocco, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/188305.png, 11654
Alberto Pomini, GK, SPAL, Italy, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/188017.png, 11655
Kristian Dennis, ST, Carlisle United, England, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/187796.png, 11656
Craig Eastmond, CM, Sutton United, England, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/186157.png, 11657
Koffi, ST, SV Elversberg, Ivory Coast, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/185426.png, 11658
Yohann Thuram, GK, Quevilly Rouen, France, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/184763.png, 11659
Tomasz Kupisz, RM/CM, Jagiellonia, Poland, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/184587.png, 11660
Ádám Bogdán, GK, Ferencvárosi TC, Hungary, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/184585.png, 11661
Jay Emmanuel-Thomas, ST/CM, Jamshedpur FC, England, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/184301.png, 11662
Funso Ojo, CM/CDM, Port Vale, Belgium, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/184242.png, 11663
Joachim Thomassen, LB/LWB, Sarpsborg 08, Norway, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/184229.png, 11664
Jo Coppens, GK, STVV, Belgium, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/184148.png, 11665
Yu Dabao, CB, Beijing Guoan, China PR, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/183997.png, 11666
Rolf Feltscher, RB, MSV Duisburg, Venezuela, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/183819.png, 11667
James Henry, CM/RW, Oxford United, England, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/183442.png, 11668
Joe Mattock, CB/LB, Harrogate Town, England, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/182694.png, 11669
Jamie Jones, GK, Wigan Athletic, England, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/182365.png, 11670
Jérémy Huyghebaert, LB, FCU 1948, Belgium, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/182228.png, 11671
Erling Knudtzon, RWB/RM, Molde FK, Norway, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/182160.png, 11672
Deng Zhuoxiang, CM/CAM, Wuhan 3 Towns, China PR, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/182044.png, 11673
Andrés Ríos, ST/CAM/CM, Defensa, Argentina, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/181989.png, 11674
Dean Bouzanis, GK, Reading, Australia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/181468.png, 11675
Pierre Neurath Bengtsson, LB, Djurgårdens IF, Sweden, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/181343.png, 11676
Nikolai Topor-Stanley, CB, Western United, Australia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/180740.png, 11677
Tommy Rowe, LWB/LB/CM, Doncaster, England, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/179663.png, 11678
David Worrall, RWB, Port Vale, England, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/179636.png, 11679
Janus Drachmann, CDM/CM, AC Horsens, Denmark, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/178461.png, 11680
Johny Placide, GK, SC Bastia, Haiti, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/178363.png, 11681
David Williams, ST/LM, Perth Glory, Australia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/178089.png, 11682
Cenk Gönen, GK, Kayserispor, Turkey, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/178022.png, 11683
Feng Xiaoting, CB, Shanghai Shenhua, China PR, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/175589.png, 11684
Lewis Stevenson, LB/CB, Hibernian, Scotland, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/175316.png, 11685
Kevin McDonald, CDM/CM, Exeter City, Scotland, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/175314.png, 11686
Michael Mancienne, CDM/CM, Burton Albion, Seychelles, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/171831.png, 11687
Kenneth Vermeer, GK, FC Cincinnati, Netherlands, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/169181.png, 11688
Adrian Scarlatache, CB, CS Mioveni, Romania, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/165110.png, 11689
Joe Walsh, CB, Lincoln City, Wales, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/163757.png, 11690
Ariel Sebrillo, ST, Dep. La Guaira, Venezuela, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160221.png, 11691
Moises Reineraso, ST, Hnos. Colmenárez, Venezuela, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160219.png, 11692
Augusto Villanava, ST, Dep. La Guaira, Venezuela, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160218.png, 11693
Fernando Grondoña, LW/LM, Antofagasta, Chile, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160212.png, 11694
Ronaldo Tramos, LW/RM, Guaireña, Paraguay, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160210.png, 11695
Michael Salcatorini, CM/CDM, Delfín S.C., Ecuador, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160188.png, 11696
Marko Inostros, CDM, Always Ready, Bolivia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160183.png, 11697
Hugo Sendiero, RB, Royal Pari, Bolivia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160179.png, 11698
Thomas Nezuñir, CB, Guaireña, Paraguay, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160178.png, 11699
Ricardo Moraganoz, RB, Ayacucho, Peru, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160176.png, 11700
Leandro Manzaños, RB, Guaireña, Paraguay, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160174.png, 11701
Hardy Salazores, LB/CB, 9 de Octubre FC, Ecuador, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160172.png, 11702
Bardo Franquez, CB/LB, Mushuc Runa, Ecuador, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160171.png, 11703
Walter Vendil, GK, Royal Pari, Bolivia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160169.png, 11704
Vildan Guerrero, CB/CDM, Wilstermann, Bolivia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160163.png, 11705
Manuel Rocenta, ST/CF/CAM, Delfín S.C., Ecuador, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160158.png, 11706
Jesus Dastineda, CB, Delfín S.C., Ecuador, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160155.png, 11707
Ariel Marelos, ST/LM, Hnos. Colmenárez, Venezuela, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160152.png, 11708
Alonzo Huancañez, RW/LW, Cienciano, Peru, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160147.png, 11709
Milovan Jimañez, ST/CAM/LM, Hnos. Colmenárez, Venezuela, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160144.png, 11710
Alexis Ibañado, ST/CAM/CF, Guaireña, Paraguay, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160136.png, 11711
Yerson Donosos, CM, The Strongest, Bolivia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160120.png, 11712
Cristian Abridego, CB/CDM, Delfín S.C., Ecuador, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160103.png, 11713
Jhonny Arandero, CDM, Antofagasta, Chile, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160090.png, 11714
Johnny Adánguiz, CDM/CM, Wilstermann, Bolivia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160086.png, 11715
Ivan Bosquedo, CDM/CM, Mushuc Runa, Ecuador, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160084.png, 11716
Axl Lutego, CDM/CM, 9 de Octubre FC, Ecuador, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160079.png, 11717
Narciso Barresta, LM/RM, Wilstermann, Bolivia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160072.png, 11718
Ronnie Andrero, CB, Royal Pari, Bolivia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160053.png, 11719
Oscar Budeaga, CB, The Strongest, Bolivia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160048.png, 11720
Salvador Ricuelme, RB/RM, Always Ready, Bolivia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160045.png, 11721
Aarón Dartés, LB/LM, Sol de América, Paraguay, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160037.png, 11722
Christian Fauño, RB, Sol de América, Paraguay, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160036.png, 11723
Estefan Baderia, LB, The Strongest, Bolivia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160029.png, 11724
Alex Santerilone, LB, Royal Pari, Bolivia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160026.png, 11725
Javier Aldegrisa, CB, Wilstermann, Bolivia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160025.png, 11726
Ignacio Risendo, CB/LB, Guaireña, Paraguay, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160024.png, 11727
Hector Matias Donadell, GK, Dep. La Guaira, Venezuela, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160021.png, 11728
Christopher Davilo, GK, 9 de Octubre FC, Ecuador, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160012.png, 11729
Salvador Higuerrez, ST, Antofagasta, Chile, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160005.png, 11730
Yeiker Hinestroza, ST, Cienciano, Peru, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160004.png, 11731
Osvaldo Jonia, ST, Mushuc Runa, Ecuador, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/160002.png, 11732
Erick Conferio, ST/CF/LW, Royal Pari, Bolivia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/159999.png, 11733
Christhian Mestierra, ST/RM, 9 de Octubre FC, Ecuador, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/159997.png, 11734
Byron Leitoñez, CDM/CM, Mushuc Runa, Ecuador, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/159994.png, 11735
Sergio Vicerio, CAM/RM, Wilstermann, Bolivia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/159973.png, 11736
Nozomi Birones, CM/CDM, Hnos. Colmenárez, Venezuela, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/159972.png, 11737
Axel Simprende, CDM, Hnos. Colmenárez, Venezuela, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/159967.png, 11738
Gustavo Aldanada, CDM, Dep. La Guaira, Venezuela, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/159961.png, 11739
Jean Ermeño, CM/CDM, Always Ready, Bolivia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/159956.png, 11740
Dilan Labran, CDM/CM, Antofagasta, Chile, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/159954.png, 11741
Lucas Goterio, CB/LB, Gral. Caballero, Paraguay, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/159953.png, 11742
Herlyn Buenatierra, CB/LB, Mushuc Runa, Ecuador, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/159949.png, 11743
Dino Segoviniozo, CB/CDM, Sol de América, Paraguay, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/159946.png, 11744
Paulo Rescondi, CB/RB, Dep. La Guaira, Venezuela, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/159944.png, 11745
Clarencio Lanoas, CB, Ind. Petrolero, Bolivia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/159941.png, 11746
Pedro Moncora, CB/CDM, 9 de Octubre FC, Ecuador, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/159939.png, 11747
Rodrigo Bistama, LB/CB, Ayacucho, Peru, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/159938.png, 11748
Paolo Ketlun, CB, Ayacucho, Peru, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/159936.png, 11749
Agustin Jelverado, CB, Mushuc Runa, Ecuador, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/159934.png, 11750
Eric Madrez, LB/CB, Antofagasta, Chile, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/159933.png, 11751
Hardy Vienda, RB/RM, 9 de Octubre FC, Ecuador, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/159932.png, 11752
Marcelo Galvarado, ST/RM, Mushuc Runa, Ecuador, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/159931.png, 11753
Luciano Carteldo, RB/CB, Antofagasta, Chile, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/159930.png, 11754
Alex Lizañas, RB, Wilstermann, Uruguay, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/159924.png, 11755
